Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-08 07:11:37,0.050033333333340126,3.0020000000004075,4.18632,-0.0945,23.97615,-8e-05
2018-11-08 07:11:37,0.0517000000001038,3.102000000006228,4.18632,-0.0945,23.97615,-8e-05
2018-11-08 07:11:38,0.053350000000015524,3.2010000000009313,4.18632,-0.09195,23.97615,-8e-05
2018-11-08 07:11:38,0.0550000000000485,3.3000000000029104,4.18632,-0.0945,23.97615,-8e-05
2018-11-08 07:11:38,0.05666666666669092,3.400000000001455,4.18632,-0.0945,23.97615,-9e-05
2018-11-08 07:11:38,0.0583166666667239,3.4990000000034343,4.18632,-0.09195,23.97615,-9e-05
2018-11-08 07:11:38,0.06003333333343714,3.602000000006228,4.18632,-0.0945,23.97615,-9e-05
2018-11-08 07:11:38,0.06170000000007955,3.702000000004773,4.18632,-0.0945,23.97615,-9e-05
2018-11-08 07:11:38,0.06334999999999127,3.800999999999476,4.18632,-0.0945,23.97615,-0.0001
2018-11-08 07:11:38,0.06500000000002425,3.900000000001455,4.18632,-0.09195,23.97615,-0.0001
2018-11-08 07:11:38,0.06666666666666667,4.0,4.18616,-0.0945,23.97615,-0.0001
2018-11-08 07:11:38,0.06836666666677046,4.102000000006228,4.18616,-0.0945,23.97615,-0.0001
2018-11-08 07:11:39,0.07000000000007275,4.200000000004366,4.18616,-0.0945,23.97615,-0.00011
2018-11-08 07:11:39,0.0716833333333246,4.300999999999476,4.18616,-0.0945,23.97615,-0.00011
2018-11-08 07:11:39,0.07331666666674816,4.399000000004889,4.18616,-0.0945,23.97615,-0.00011
2018-11-08 07:11:39,0.07503333333334013,4.5020000000004075,4.18616,-0.0945,23.97615,-0.00012
2018-11-08 07:11:39,0.07666666666676368,4.600000000005821,4.18616,-0.0945,23.97615,-0.00012
2018-11-08 07:11:39,0.07835000000001552,4.701000000000931,4.18616,-0.0945,23.97615,-0.00012
2018-11-08 07:11:39,0.08001666666665794,4.800999999999476,4.18616,-0.09195,23.97615,-0.00012
2018-11-08 07:11:39,0.08168333333342162,4.901000000005297,4.18616,-0.0945,23.97615,-0.00013
2018-11-08 07:11:39,0.08333333333333333,5.0,4.18616,-0.0945,23.97615,-0.00013
2018-11-08 07:11:39,0.08503333333343714,5.102000000006228,4.18616,-0.09195,23.97615,-0.00013
2018-11-08 07:11:40,0.08665000000000873,5.199000000000524,4.18616,-0.09195,23.97615,-0.00013
2018-11-08 07:11:40,0.08834999999999127,5.300999999999476,4.18616,-0.0945,23.97615,-0.00014
2018-11-08 07:11:40,0.09001666666675495,5.401000000005297,4.18616,-0.09195,23.97615,-0.00014
2018-11-08 07:11:40,0.09168333333339736,5.501000000003842,4.18616,-0.0945,23.97615,-0.00014
2018-11-08 07:11:40,0.09333333333343034,5.600000000005821,4.18616,-0.0945,23.97615,-0.00014
2018-11-08 07:11:40,0.0950166666666822,5.701000000000931,4.18599,-0.0945,23.97615,-0.00015
2018-11-08 07:11:40,0.09666666666671517,5.80000000000291,4.18599,-0.09195,23.97615,-0.00015
2018-11-08 07:11:40,0.09831666666674815,5.899000000004889,4.18599,-0.09195,23.97615,-0.00015
2018-11-08 07:11:40,0.1,6.0,4.18599,-0.0945,23.97615,-0.00015
2018-11-08 07:11:40,0.10166666666676367,6.100000000005821,4.18599,-0.0945,23.97615,-0.00016
2018-11-08 07:11:41,0.10336666666674622,6.202000000004773,4.18599,-0.0945,23.97615,-0.00016
2018-11-08 07:11:41,0.10503333333338863,6.302000000003318,4.18599,-0.0945,23.97615,-0.00016
2018-11-08 07:11:41,0.10670000000003105,6.402000000001863,4.18599,-0.0945,23.97615,-0.00016
2018-11-08 07:11:41,0.10833333333333334,6.5,4.18599,-0.09195,23.97615,-0.00017
2018-11-08 07:11:41,0.11001666666670644,6.6010000000023865,4.18599,-0.0945,23.97615,-0.00017
2018-11-08 07:11:41,0.11166666666673943,6.700000000004366,4.18599,-0.0945,23.97615,-0.00017
2018-11-08 07:11:41,0.11333333333338184,6.80000000000291,4.18599,-0.0945,23.97615,-0.00017
2018-11-08 07:11:41,0.11503333333336438,6.902000000001863,4.18599,-0.09195,23.97615,-0.00018
2018-11-08 07:11:41,0.11670000000000678,7.0020000000004075,4.18599,-0.0945,23.97615,-0.00018
2018-11-08 07:11:41,0.11835000000003977,7.1010000000023865,4.18599,-0.0945,23.97615,-0.00018
2018-11-08 07:11:42,0.12003333333341289,7.202000000004773,4.18599,-0.0945,23.97615,-0.00018
2018-11-08 07:11:42,0.12164999999998448,7.298999999999069,4.18599,-0.0945,23.97615,-0.00019
2018-11-08 07:11:42,0.12333333333335758,7.400000000001455,4.18599,-0.09195,23.97615,-0.00019
2018-11-08 07:11:42,0.12503333333334013,7.5020000000004075,4.18599,-0.0945,23.97615,-0.00019
2018-11-08 07:11:42,0.12668333333337312,7.6010000000023865,4.18582,-0.0945,23.97615,-0.0002
2018-11-08 07:11:42,0.1283666666667462,7.702000000004773,4.18582,-0.0945,23.97615,-0.0002
2018-11-08 07:11:42,0.1300000000000485,7.80000000000291,4.18582,-0.09195,23.97615,-0.0002
2018-11-08 07:11:42,0.1316666666666909,7.900000000001455,4.18582,-0.0945,23.97615,-0.0002
2018-11-08 07:11:42,0.13333333333333333,8.0,4.18582,-0.0945,23.97615,-0.00021
2018-11-08 07:11:42,0.13503333333343714,8.102000000006228,4.18582,-0.0945,23.97615,-0.00021
2018-11-08 07:11:43,0.13668333333334887,8.201000000000931,4.18582,-0.09195,23.97615,-0.00021
2018-11-08 07:11:43,0.13834999999999126,8.300999999999476,4.18582,-0.0945,23.97615,-0.00021
2018-11-08 07:11:43,0.14000000000002424,8.400000000001455,4.18582,-0.09195,23.97615,-0.00022
2018-11-08 07:11:43,0.14165000000005723,8.499000000003434,4.18582,-0.0945,23.97615,-0.00022
2018-11-08 07:11:43,0.14335000000003978,8.601000000002387,4.18582,-0.0945,23.97615,-0.00022
2018-11-08 07:11:43,0.14500000000007277,8.700000000004366,4.18582,-0.0945,23.97615,-0.00022
2018-11-08 07:11:43,0.1467000000000553,8.802000000003318,4.18582,-0.0945,23.97615,-0.00023
2018-11-08 07:11:43,0.14833333333335758,8.900000000001455,4.18582,-0.0945,23.97615,-0.00023
2018-11-08 07:11:43,0.15003333333334012,9.002000000000407,4.18582,-0.0945,23.97615,-0.00023
2018-11-08 07:11:43,0.1516833333333731,9.101000000002387,4.18582,-0.0945,23.97615,-0.00023
2018-11-08 07:11:44,0.15336666666674623,9.202000000004773,4.18582,-0.0945,23.97615,-0.00024
2018-11-08 07:11:44,0.15501666666665795,9.300999999999476,4.18582,-0.09195,23.97615,-0.00024
2018-11-08 07:11:44,0.1566666666666909,9.400000000001455,4.18582,-0.0945,23.97615,-0.00024
2018-11-08 07:11:44,0.15835000000006402,9.501000000003842,4.18582,-0.0945,23.97615,-0.00024
2018-11-08 07:11:44,0.16005000000004657,9.603000000002794,4.18582,-0.09195,23.97615,-0.00025
2018-11-08 07:11:44,0.16170000000007956,9.702000000004773,4.18582,-0.0945,23.97615,-0.00025
2018-11-08 07:11:44,0.16331666666665115,9.798999999999069,4.18565,-0.0945,23.97615,-0.00025
2018-11-08 07:11:44,0.16498333333341483,9.89900000000489,4.18565,-0.0945,23.97615,-0.00025
2018-11-08 07:11:44,0.1667000000000068,10.002000000000407,4.18565,-0.09195,23.97615,-0.00026
2018-11-08 07:11:44,0.16836666666677047,10.102000000006228,4.18565,-0.0945,23.97615,-0.00026
2018-11-08 07:11:45,0.1700166666666822,10.201000000000931,4.18565,-0.0945,23.97615,-0.00026
2018-11-08 07:11:45,0.17166666666671518,10.30000000000291,4.18565,-0.0945,23.97615,-0.00027
2018-11-08 07:11:45,0.1733500000000883,10.401000000005297,4.18565,-0.09195,23.97615,-0.00027
2018-11-08 07:11:45,0.17501666666673069,10.501000000003842,4.18565,-0.0945,23.97615,-0.00027
2018-11-08 07:11:45,0.17665000000003298,10.599000000001979,4.18565,-0.0945,23.97615,-0.00027
2018-11-08 07:11:45,0.1783333333334061,10.700000000004366,4.18565,-0.09195,23.97615,-0.00028
2018-11-08 07:11:45,0.1799833333333178,10.798999999999069,4.18565,-0.0945,23.97615,-0.00028
2018-11-08 07:11:45,0.18168333333342163,10.901000000005297,4.18565,-0.0945,23.97615,-0.00028
2018-11-08 07:11:45,0.18336666666667345,11.002000000000407,4.18565,-0.0945,23.97615,-0.00028
2018-11-08 07:11:45,0.18501666666670644,11.101000000002387,4.18565,-0.0945,23.97615,-0.00029
2018-11-08 07:11:46,0.18665000000000873,11.199000000000524,4.18565,-0.0945,23.97615,-0.00029
2018-11-08 07:11:46,0.18834999999999127,11.300999999999476,4.18565,-0.09195,23.97615,-0.00029
2018-11-08 07:11:46,0.19001666666675496,11.401000000005297,4.18565,-0.0945,23.97615,-0.00029
2018-11-08 07:11:46,0.19166666666666668,11.5,4.18565,-0.0945,23.97615,-0.0003
2018-11-08 07:11:46,0.19335000000003977,11.601000000002387,4.18565,-0.0945,23.97615,-0.0003
2018-11-08 07:11:46,0.19500000000007275,11.700000000004366,4.18565,-0.09195,23.97615,-0.0003
2018-11-08 07:11:46,0.1967000000000553,11.802000000003318,4.18565,-0.0945,23.97615,-0.0003
2018-11-08 07:11:46,0.1983333333333576,11.900000000001455,4.18565,-0.0945,23.97615,-0.00031
2018-11-08 07:11:46,0.2,12.0,4.18565,-0.0945,23.97615,-0.00031
2018-11-08 07:11:46,0.2017000000001038,12.102000000006228,4.18565,-0.0945,23.97615,-0.00031
2018-11-08 07:11:47,0.20336666666674622,12.202000000004773,4.18565,-0.0945,23.97615,-0.00031
2018-11-08 07:11:47,0.20503333333338863,12.302000000003318,4.18548,-0.0945,23.97615,-0.00032
2018-11-08 07:11:47,0.20668333333342162,12.401000000005297,4.18548,-0.0945,23.97615,-0.00032
2018-11-08 07:11:47,0.20835000000006404,12.501000000003842,4.18548,-0.0945,23.97615,-0.00032
2018-11-08 07:11:47,0.21001666666670643,12.601000000002387,4.18548,-0.09195,23.97615,-0.00032
2018-11-08 07:11:47,0.21165000000000872,12.699000000000524,4.18548,-0.09195,23.97615,-0.00033
2018-11-08 07:11:47,0.21331666666665114,12.798999999999069,4.18548,-0.0945,23.97615,-0.00033
2018-11-08 07:11:47,0.21500000000002426,12.900000000001455,4.18548,-0.0945,23.97615,-0.00033
2018-11-08 07:11:47,0.2167000000000068,13.002000000000407,4.18548,-0.0945,23.97615,-0.00034
2018-11-08 07:11:47,0.21835000000003976,13.101000000002387,4.18548,-0.0945,23.97615,-0.00034
2018-11-08 07:11:48,0.22003333333341288,13.202000000004773,4.18548,-0.09195,23.97615,-0.00034
2018-11-08 07:11:48,0.2216833333333246,13.300999999999476,4.18548,-0.0945,23.97615,-0.00034
2018-11-08 07:11:48,0.2233333333333576,13.400000000001455,4.18548,-0.09195,23.97615,-0.00035
2018-11-08 07:11:48,0.225,13.5,4.18548,-0.0945,23.97615,-0.00035
2018-11-08 07:11:48,0.2267000000001038,13.602000000006228,4.18548,-0.0945,23.97615,-0.00035
2018-11-08 07:11:48,0.2283666666667462,13.702000000004773,4.18548,-0.0945,23.97615,-0.00035
2018-11-08 07:11:48,0.23003333333338863,13.802000000003318,4.18548,-0.0945,23.97615,-0.00036
2018-11-08 07:11:48,0.23168333333342161,13.901000000005297,4.18548,-0.0945,23.97615,-0.00036
2018-11-08 07:11:48,0.23335000000006403,14.001000000003842,4.18548,-0.0945,23.97615,-0.00036
2018-11-08 07:11:48,0.23501666666670645,14.101000000002387,4.18548,-0.0945,23.97615,-0.00036
2018-11-08 07:11:49,0.23665000000000874,14.199000000000524,4.18548,-0.0945,23.97615,-0.00037
2018-11-08 07:11:49,0.23836666666672196,14.302000000003318,4.18548,-0.0945,23.97615,-0.00037
2018-11-08 07:11:49,0.24000000000002425,14.400000000001455,4.18548,-0.0945,23.97615,-0.00037
2018-11-08 07:11:49,0.2417000000000068,14.502000000000407,4.18548,-0.0945,23.97615,-0.00037
2018-11-08 07:11:49,0.24335000000003978,14.601000000002387,4.18548,-0.09195,23.97615,-0.00038
2018-11-08 07:11:49,0.24503333333341287,14.702000000004773,4.18548,-0.0945,23.97615,-0.00038
2018-11-08 07:11:49,0.24666666666671516,14.80000000000291,4.18548,-0.09195,23.97615,-0.00038
2018-11-08 07:11:49,0.24833333333335758,14.900000000001455,4.18548,-0.0945,23.97615,-0.00038
2018-11-08 07:11:49,0.25,15.0,4.18531,-0.0945,23.97615,-0.00039
2018-11-08 07:11:49,0.2516833333333731,15.101000000002387,4.18531,-0.0945,23.97615,-0.00039
2018-11-08 07:11:50,0.25336666666674623,15.202000000004773,4.18531,-0.0945,23.97615,-0.00039
2018-11-08 07:11:50,0.2550333333333886,15.302000000003318,4.18531,-0.0945,23.97615,-0.00039
2018-11-08 07:11:50,0.25668333333342164,15.401000000005297,4.18531,-0.09195,23.97615,-0.0004
2018-11-08 07:11:50,0.25833333333333336,15.5,4.18531,-0.0945,23.97615,-0.0004
2018-11-08 07:11:50,0.2600166666667064,15.601000000002387,4.18531,-0.0945,23.97615,-0.0004
2018-11-08 07:11:50,0.2616500000000087,15.699000000000524,4.18531,-0.09195,23.97615,-0.00041
2018-11-08 07:11:50,0.263366666666722,15.802000000003318,4.18531,-0.0945,23.97615,-0.00041
2018-11-08 07:11:50,0.26501666666675494,15.901000000005297,4.18531,-0.0945,23.97615,-0.00041
2018-11-08 07:11:50,0.26670000000000676,16.002000000000407,4.18531,-0.0945,23.97615,-0.00041
2018-11-08 07:11:50,0.26836666666677045,16.102000000006228,4.18531,-0.0945,23.97615,-0.00042
2018-11-08 07:11:51,0.27000000000007274,16.200000000004366,4.18531,-0.0945,23.97615,-0.00042
2018-11-08 07:11:51,0.2717000000000553,16.302000000003318,4.18531,-0.0945,23.97615,-0.00042
2018-11-08 07:11:51,0.27336666666669773,16.402000000001863,4.18531,-0.0945,23.97615,-0.00042
2018-11-08 07:11:51,0.2749833333333906,16.499000000003434,4.18531,-0.0945,23.97615,-0.00043
2018-11-08 07:11:51,0.2767000000001038,16.602000000006228,4.18531,-0.0945,23.97615,-0.00043
2018-11-08 07:11:51,0.2783333333334061,16.700000000004366,4.18531,-0.0945,23.97615,-0.00043
2018-11-08 07:11:51,0.2800166666666579,16.800999999999476,4.18531,-0.0945,23.97615,-0.00043
2018-11-08 07:11:51,0.28166666666669093,16.900000000001455,4.18531,-0.09195,23.97615,-0.00044
2018-11-08 07:11:51,0.28335000000006405,17.00100000000384,4.18531,-0.0945,23.97615,-0.00044
2018-11-08 07:11:51,0.2850333333334371,17.102000000006228,4.18531,-0.0945,23.97615,-0.00044
2018-11-08 07:11:52,0.28668333333334883,17.20100000000093,4.18531,-0.0945,23.97615,-0.00044
2018-11-08 07:11:52,0.2883499999999913,17.300999999999476,4.18531,-0.0945,23.97615,-0.00045
2018-11-08 07:11:52,0.29001666666675496,17.401000000005297,4.18531,-0.0945,23.97615,-0.00045
2018-11-08 07:11:52,0.2916666666666667,17.5,4.18531,-0.09195,23.97615,-0.00045
2018-11-08 07:11:52,0.29336666666677047,17.602000000006228,4.18514,-0.0945,23.97615,-0.00045
2018-11-08 07:11:52,0.2949833333333421,17.699000000000524,4.18514,-0.0945,23.97615,-0.00046
2018-11-08 07:11:52,0.2967000000000553,17.802000000003318,4.18514,-0.0945,23.97615,-0.00046
2018-11-08 07:11:52,0.29835000000008827,17.901000000005297,4.18514,-0.0945,23.97615,-0.00046
2018-11-08 07:11:52,0.30003333333334015,18.002000000000407,4.18531,-0.09195,23.97615,-0.00046
2018-11-08 07:11:52,0.3016833333333731,18.101000000002387,4.18514,-0.0945,23.97615,-0.00047
2018-11-08 07:11:53,0.3033333333334061,18.200000000004366,4.18514,-0.0945,23.97615,-0.00047
2018-11-08 07:11:53,0.3049833333333178,18.29899999999907,4.18514,-0.0945,23.97615,-0.00047
2018-11-08 07:11:53,0.3066666666666909,18.400000000001455,4.18514,-0.09195,23.97615,-0.00048
2018-11-08 07:11:53,0.30836666666667345,18.502000000000407,4.18514,-0.0945,23.97615,-0.00048
2018-11-08 07:11:53,0.31001666666670646,18.601000000002387,4.18514,-0.0945,23.97615,-0.00048
2018-11-08 07:11:53,0.3117000000000795,18.702000000004773,4.18514,-0.0945,23.97615,-0.00048
2018-11-08 07:11:53,0.31334999999999125,18.800999999999476,4.18514,-0.0945,23.97615,-0.00049
2018-11-08 07:11:53,0.31501666666675493,18.901000000005297,4.18514,-0.09195,23.97615,-0.00049
2018-11-08 07:11:53,0.3166833333333974,19.00100000000384,4.18514,-0.0945,23.97615,-0.00049
2018-11-08 07:11:53,0.31833333333343033,19.10000000000582,4.18514,-0.09195,23.97615,-0.00049
2018-11-08 07:11:54,0.31998333333334206,19.199000000000524,4.18514,-0.0945,23.97615,-0.0005
2018-11-08 07:11:54,0.3216833333333246,19.300999999999476,4.18514,-0.09195,23.97615,-0.0005
2018-11-08 07:11:54,0.3233666666666977,19.402000000001863,4.18514,-0.0945,23.97615,-0.0005
2018-11-08 07:11:54,0.3250333333333401,19.502000000000407,4.18514,-0.0945,23.97615,-0.0005
2018-11-08 07:11:54,0.3267000000001038,19.602000000006228,4.18514,-0.0945,23.97615,-0.00051
2018-11-08 07:11:54,0.3283500000000155,19.70100000000093,4.18514,-0.0945,23.97615,-0.00051
2018-11-08 07:11:54,0.33000000000004853,19.80000000000291,4.18514,-0.09195,23.97615,-0.00051
2018-11-08 07:11:54,0.3316833333334216,19.901000000005297,4.18514,-0.0945,23.97615,-0.00051
2018-11-08 07:11:54,0.3333666666666735,20.002000000000407,4.18514,-0.0945,23.97615,-0.00052
2018-11-08 07:11:54,0.33501666666670643,20.101000000002387,4.18514,-0.0945,23.97615,-0.00052
2018-11-08 07:11:55,0.3366500000000087,20.199000000000524,4.18514,-0.0945,23.97615,-0.00052
2018-11-08 07:11:55,0.33834999999999127,20.300999999999476,4.18514,-0.0945,23.97615,-0.00052
2018-11-08 07:11:55,0.34001666666675495,20.401000000005297,4.18514,-0.0945,23.97615,-0.00053
2018-11-08 07:11:55,0.34168333333339734,20.50100000000384,4.18514,-0.0945,23.97615,-0.00053
2018-11-08 07:11:55,0.34333333333343036,20.60000000000582,4.18514,-0.0945,23.97615,-0.00053
2018-11-08 07:11:55,0.3450333333334129,20.702000000004773,4.18514,-0.0945,23.97615,-0.00053
2018-11-08 07:11:55,0.3466666666667152,20.80000000000291,4.18514,-0.0945,23.97615,-0.00054
2018-11-08 07:11:55,0.3483666666666977,20.902000000001863,4.18498,-0.0945,23.97615,-0.00054
2018-11-08 07:11:55,0.35003333333334014,21.002000000000407,4.18498,-0.0945,23.97615,-0.00054
2018-11-08 07:11:55,0.351650000000033,21.09900000000198,4.18498,-0.0945,23.97615,-0.00054
2018-11-08 07:11:56,0.35335000000001554,21.20100000000093,4.18498,-0.0945,23.97615,-0.00055
2018-11-08 07:11:56,0.35501666666665793,21.300999999999476,4.18498,-0.09195,23.97615,-0.00055
2018-11-08 07:11:56,0.35670000000003105,21.402000000001863,4.18498,-0.0945,23.97615,-0.00055
2018-11-08 07:11:56,0.358350000000064,21.50100000000384,4.18498,-0.0945,23.97615,-0.00056
2018-11-08 07:11:56,0.360000000000097,21.60000000000582,4.18498,-0.0945,23.97615,-0.00056
2018-11-08 07:11:56,0.36170000000007957,21.702000000004773,4.18498,-0.09195,23.97615,-0.00056
2018-11-08 07:11:56,0.3633499999999913,21.800999999999476,4.18498,-0.09195,23.97615,-0.00056
2018-11-08 07:11:56,0.36500000000002425,21.900000000001455,4.18498,-0.0945,23.97615,-0.00057
2018-11-08 07:11:56,0.36666666666666664,22.0,4.18498,-0.0945,23.97615,-0.00057
2018-11-08 07:11:56,0.36831666666669965,22.09900000000198,4.18498,-0.0945,23.97615,-0.00057
2018-11-08 07:11:57,0.36998333333334205,22.199000000000524,4.18498,-0.0945,23.97615,-0.00057
2018-11-08 07:11:57,0.37171666666666475,22.302999999999884,4.18498,-0.0945,23.97615,-0.00058
2018-11-08 07:11:57,0.3733666666666977,22.402000000001863,4.18498,-0.0945,23.97615,-0.00058
2018-11-08 07:11:57,0.37501666666673067,22.50100000000384,4.18498,-0.0945,23.97615,-0.00058
2018-11-08 07:11:57,0.3766833333333731,22.601000000002387,4.18498,-0.0945,23.97615,-0.00058
2018-11-08 07:11:57,0.3783333333334061,22.700000000004366,4.18498,-0.0945,23.97615,-0.00059
2018-11-08 07:11:57,0.3800000000000485,22.80000000000291,4.18498,-0.0945,23.97615,-0.00059
2018-11-08 07:11:57,0.3816500000000815,22.89900000000489,4.18498,-0.09195,23.97615,-0.00059
2018-11-08 07:11:57,0.38336666666667346,23.002000000000407,4.18498,-0.0945,23.97615,-0.00059
2018-11-08 07:11:57,0.38503333333343714,23.102000000006228,4.18498,-0.0945,23.97615,-0.0006
2018-11-08 07:11:58,0.38668333333334887,23.20100000000093,4.18498,-0.09195,23.97615,-0.0006
2018-11-08 07:11:58,0.38834999999999126,23.300999999999476,4.18498,-0.09195,23.97615,-0.0006
2018-11-08 07:11:58,0.39000000000002427,23.400000000001455,4.18498,-0.0945,23.97615,-0.0006
2018-11-08 07:11:58,0.39166666666666666,23.5,4.18498,-0.0945,23.97615,-0.00061
2018-11-08 07:11:58,0.3933166666666997,23.59900000000198,4.18498,-0.0945,23.97615,-0.00061
2018-11-08 07:11:58,0.3950333333334129,23.702000000004773,4.18498,-0.0945,23.97615,-0.00061
2018-11-08 07:11:58,0.3967000000000553,23.802000000003318,4.18498,-0.0945,23.97615,-0.00061
2018-11-08 07:11:58,0.39840000000003783,23.90400000000227,4.18498,-0.0945,23.97615,-0.00062
2018-11-08 07:11:58,0.4000166666667307,24.00100000000384,4.18498,-0.0945,23.97615,-0.00062
2018-11-08 07:11:58,0.4016833333333731,24.101000000002387,4.18498,-0.09195,23.97615,-0.00062
2018-11-08 07:11:59,0.40338333333335563,24.20300000000134,4.18498,-0.09195,23.97615,-0.00063
2018-11-08 07:11:59,0.4050000000000485,24.30000000000291,4.18498,-0.09195,23.97615,-0.00063
2018-11-08 07:11:59,0.40666666666669093,24.400000000001455,4.18481,-0.0945,23.97615,-0.00063
2018-11-08 07:11:59,0.4083666666666735,24.502000000000407,4.18481,-0.0945,23.97615,-0.00063
2018-11-08 07:11:59,0.410000000000097,24.60000000000582,4.18481,-0.0945,23.97615,-0.00064
2018-11-08 07:11:59,0.41165000000000873,24.699000000000524,4.18481,-0.09195,23.97615,-0.00064
2018-11-08 07:11:59,0.41333333333338185,24.80000000000291,4.18481,-0.09195,23.97615,-0.00064
2018-11-08 07:11:59,0.4150333333333644,24.902000000001863,4.18481,-0.0945,23.97615,-0.00064
2018-11-08 07:11:59,0.41668333333339735,25.00100000000384,4.18464,-0.09961,23.97615,-0.00065
2018-11-08 07:11:59,0.4183500000000398,25.101000000002387,4.18464,-0.10216,23.97615,-0.00065
2018-11-08 07:12:00,0.4200166666666822,25.20100000000093,4.18464,-0.10472,23.97615,-0.00065
2018-11-08 07:12:00,0.4216833333333246,25.300999999999476,4.18464,-0.10216,23.97615,-0.00065
2018-11-08 07:12:00,0.4233833333334284,25.403000000005704,4.18464,-0.10472,23.97615,-0.00066
2018-11-08 07:12:00,0.425,25.5,4.18464,-0.10472,23.97615,-0.00066
2018-11-08 07:12:00,0.42670000000010383,25.602000000006228,4.18464,-0.10472,23.97615,-0.00066
2018-11-08 07:12:00,0.4283333333334061,25.700000000004366,4.18447,-0.10472,23.97615,-0.00067
2018-11-08 07:12:00,0.43001666666665794,25.800999999999476,4.18447,-0.10472,23.97615,-0.00067
2018-11-08 07:12:00,0.4316666666666909,25.900000000001455,4.18447,-0.10472,23.97615,-0.00067
2018-11-08 07:12:00,0.43336666666667345,26.002000000000407,4.1838,-0.13792,23.97615,-0.00067
2018-11-08 07:12:00,0.43500000000009703,26.10000000000582,4.18312,-0.16091,23.97615,-0.00068
2018-11-08 07:12:01,0.4366666666667394,26.200000000004366,4.18278,-0.16857,23.97615,-0.00068
2018-11-08 07:12:01,0.4383333333333818,26.30000000000291,4.18278,-0.17112,23.97615,-0.00069
2018-11-08 07:12:01,0.44003333333336436,26.402000000001863,4.18278,-0.17112,23.97615,-0.00069
2018-11-08 07:12:01,0.4416833333333974,26.50100000000384,4.18262,-0.17112,23.97615,-0.0007
2018-11-08 07:12:01,0.44335000000003977,26.601000000002387,4.18262,-0.17112,23.97615,-0.0007
2018-11-08 07:12:01,0.4450000000000728,26.700000000004366,4.18262,-0.17112,23.97615,-0.00071
